"Era","Name","Notes","Length","Release Date","Type","Streaming","Link(s)"
"lost_files_3","⭐ wockstar
(feat. Offset) (prod. Styn & Max Lord)","OG Filename: EMPTY 125 styn lord stems n shit ken offset v1
The song was added to lost_files_3 at a later date as track 13. Offset went on to say he didn't know Ken at the time this song was made, and the filename potentially implies his vocals were taken from another song of his.","2:15","","Mixtape Track","No","https://lastshare.org/share/HAZ09DSKIYoWREu
https://soundcloud.com/ken_cars0n/wockstar-feat-offset?si=1cb7cb1e325d4d9ca5aac74b9ef87b6d&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"lost_files_3","⭐ yxngchris - blood on the leaves (Remix)
(feat. UnoTheActivist, KA$HDAMI, Ken Carson & ​SSGKobe) (prod. 2300)","Remix to yvngxchris‘ hit single ""Blood On The Leaves"" with an additional Ken Carson feature.","4:20","Nov 15, 2021","Feature","No","https://www.youtube.com/watch?v=4TfZQ1uuY78"
"lost_files_3","⭐ Blue Check
(prod. Lukrative, Lucian, Jonah Abraham & F1LTHY)","OG Filename: ken carson - blue check v1.1
Song released on December 21st, 2021. An unreleased music video for the song was filmed in 2021. A snippet of the music video was shared by Ken Carson via his spam Instagram account. Ken mentions XXXTENTACION & Juice WRLD, amongst other topics.","2:56","Dec 21, 2021","Single","No","https://lastshare.org/share/4qD3uMnjAM2hHan"
"lost_files_3","Change [Music Video]
(prod. outtatown, ​starboy & Lil 88)","Official music video for track 4 on Project X.","2:42","Jul 30, 2021","Music Video","No","https://www.youtube.com/watch?v=wXw2bpR5_a8&list=PLW7tHg0F_-ku0ecKqs9HLIFl-1dyhj4Wn&index=5"
"lost_files_3","⭐ Destroy Lonely - flexin
(feat. Ken Carson) (prod. Aviator Keyyz)","A single realesed as a SoundCloud exlusive on Christmas 2021.","1:44","Dec 25, 2021","Feature","No","https://soundcloud.com/destroylonely/flexin-ft-ken-car-on?si=c29fc0a4c99f4462a55b0f9312457f86&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"lost_files_3","⭐ Ice
(prod. Aviator Keyyz)
(In The Trap)","OG Filename: ken carson - in the trap v1.0
Song released via SoundCloud on December 1st, 2021.","1:36","Dec 1, 2021","Single","No","https://lastshare.org/share/SyEEfwluRqdDoJB
https://soundcloud.com/yeetyuiooiuy591268226/ice-ken-carson?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"lost_files_3","⭐ Know The Price
(prod. starboy & outtatown)","OG Filename: ken carson - know the price v1.1
A song released as a SoundCloud exclusive. Reuses the hook from ""Casket,"" for some reason.","2:00","Sep 3, 2021","Single","No","https://pillows.su/f/45d9bada67362ddba8e10a112fddab81"
"lost_files_3","No One
(feat. CAPOREE) (prod. TM88 & DJ Moon)","OG Filename: KEN KAPO NOONE
A song released as a SoundCloud exclusive.","2:28","Sep 3, 2021","Single","No","https://pillows.su/f/f2d3f76d239cbc3697c9d9bfd1401ab1"
"lost_files_3","Please Don't Leave
(prod. Juberlee & Earl on the Beat)","OG Filename: ken carson - please dont leave v1.0
A song released as a SoundCloud exclusive.","2:42","Sep 3, 2021","Single","No","https://soundcloud.com/djgeekedexclusives/ken-carson-please-dont-leave?si=8b40f5aee0794b4e9001bc02277ba632&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"lost_files_3","⭐ Workin' On Me
(prod. Darkboy Santana, ​ilykimchi & Oogie Mane)","OG Filename: ken carson - workin on me v1.0
A song released during November 2021.","2:03","Nov 24, 2021","Single","No","https://pillows.su/f/d06878418edfc2a270289cfef0f92205"
"10 Mixtape Track(s)
1 Single(s)
2 Feature(s)
2 Music Video(s)
0 Production
0 Other","","(Jan 29, 2022) (lost_files_3 is released)
(Jun 8, 2022) (X TWO THREE is released)
[Download Tagged Compilation]","","","","",""
"X TWO THREE","X GAMES
(prod. Lukrative & GeoGotBands)","OG Filename: ken carson - x games v1.0
Track 1 on X TWO THREE.","2:01","Jun 8, 2022","Mixtape Track","No","https://lastshare.org/share/57GqBHQWmHVgC3v
https://soundcloud.com/user00xman/x-games?in=somestupidshit/sets/ken-carson-lost-files-3-5-x23&si=e60f65e1a44e4509a300b20eb953c00d&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"X TWO THREE","⭐ X FOR BREAKFAST
(with Destroy Lonely) (prod. F1LTHY, Lukrative & Chenzo)","OG Filename: ken lone - x for breakfast v1.0
Track 2 on X TWO THREE.","2:18","Jun 8, 2022","Mixtape Track","No","https://lastshare.org/share/4tN8VgqGtQDE4mm
https://soundcloud.com/ahsault/ken-carson-x-for-breakfast?in=somestupidshit/sets/ken-carson-lost-files-3-5-x23&si=623d19bb26bc4b87963f3f21b62066ca&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"X TWO THREE","⭐ STICK
(prod. ssort, Lukrative & Lucian)","OG Filename: ken carson - stick v1.0 (ML house 17)
Track 3 on X TWO THREE.","2:48","Jun 8, 2022","Mixtape Track","No","https://lastshare.org/share/CAzd2IDcXqpboAU
https://soundcloud.com/user-680408751/ken-carson-stick?in=somestupidshit/sets/ken-carson-lost-files-3-5-x23&si=a9afc99f9b2c4e379e41d3c89c2a8f85&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"X TWO THREE","POP
(prod. Lucian)","OG Filename: ken carson - pop v1.0
Track 4 on X TWO THREE.","1:55","Jun 8, 2022","Mixtape Track","No","https://lastshare.org/share/UtPvZWqiFKv8TP8
https://soundcloud.com/user-388496956/ken-carson-pop?in=somestupidshit/sets/ken-carson-lost-files-3-5-x23&si=1518cfc278244f98a2da45ebe3095485&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"X TWO THREE","⭐ PUSSY PINK
(feat. SoFaygo) (prod. Rok)","OG Filename: Faygo x Ken Carson - Pussy Pink
Track 5 on X TWO THREE.","3:24","Jun 8, 2022","Mixtape Track","No","https://lastshare.org/share/p6ac5qpQSeAgTq8
https://soundcloud.com/ginnelss/ken-carson-sofaygo-pussy-pink?in=somestupidshit/sets/ken-carson-lost-files-3-5-x23&si=196790a3596245fc963b50bfd912954a&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"X TWO THREE","⭐ AQUAFINA
(prod. ssort)","OG Filename: ken carson - aquafina v2.0
Track 6 on X TWO THREE.","2:01","Jun 8, 2022","Mixtape Track","No","https://lastshare.org/share/bhIrxR1Dr9gA06s
https://soundcloud.com/jc-the-goat/aquafina?si=24b5571d8832474dbe30df8e1f193fbd&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"X TWO THREE","⭐ SHOULDA LISTENED
(feat. Lil Tecca & Destroy Lonely) (prod. UpMadeIt, Lil 88 & Nawbilly)","OG Filename: Ken Tecca Lonely - Shoulda Listened v1.0
Track 7 on X TWO THREE.","2:26","Jun 8, 2022","Mixtape Track","No","https://lastshare.org/share/swtL2l53616Sojw
https://soundcloud.com/underthefallen/ken-carson-shouldve-listened?in=somestupidshit/sets/ken-carson-lost-files-3-5-x23&si=e3d926294c874b7ebc3f8c48508a29d5&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"X TWO THREE","⭐ LIL VAMP
(prod. Loesoe)","OG Filename: ken carson - lil vamp v2.1
Track 8 on X TWO THREE.","2:28","Jun 8, 2022","Mixtape Track","No","https://lastshare.org/share/x5kx8mve6SQmja6
https://soundcloud.com/dominic-cooke-634692880/ken-carson-lil-vamp?in=somestupidshit/sets/ken-carson-lost-files-3-5-x23&si=e9743c6840b24cf28c8ddb6dc122685e&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"X TWO THREE","KEEPS
(prod. Loesoe)","OG Filename: ken carson - keeps v1.0
Track 9 on X TWO THREE.","2:43","Jun 8, 2022","Mixtape Track","No","https://lastshare.org/share/T9Qd5g5tFoFX6Oq
https://soundcloud.com/nekkst-135051485/ken-carson-keeps?in=somestupidshit/sets/ken-carson-lost-files-3-5-x23&si=b9160955061840698f08233a70e792c0&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"X TWO THREE","✨ ALL YEAR FREESTYLE
(prod. F1LTHY, Esko & Lukrative)
(Delinquent)","OG Filename: ken carson - all year freestyle v1.0
Track 10 on X TWO THREE. Original version of ""Delinquent."" Was later released on X under a new title with an additional HXG feature.","1:51","Jun 8, 2022","Mixtape Track","No","https://lastshare.org/share/10INqUMjasDLBQ9
https://soundcloud.com/user-647362950/ken-all-year-freestyle-give?in=somestupidshit/sets/ken-carson-lost-files-3-5-x23&si=fb69e6b444e64ed1bcf2a6161214d478&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing"
"X TWO THREE","Chrome Heart Jeans
(feat. International Jefe) (prod. Richie Souf)
(Chrome Heart)","OG Filename: Ken 2 Chrome Heart
Song released on May 23rd, 2022.","2:59","May 23, 2022","Single","No","https://pillows.su/f/c6eea26298fc5607e560c3b1e56dfb7c"
"X TWO THREE","⭐ Yeat - Gëek high
(feat. Ken Carson) (prod. ​flansie & Skimayne)","Track 17 on 2 Alivë.","2:32","Feb 18, 2022","Feature","Yes","https://open.spotify.com/track/10pKRdCsckIx7jdrR5IFec?si=502cf46a45d2407d"
"X TWO THREE","King Kobi - PERK
(feat. Ken Carson)","A single released by King Kobi during May 2022.","1:41","May 2, 2022","Feature","No","https://pillows.su/f/baecf7ef3ab78675879fda5ba6455d83"
"X TWO THREE","Rock N Roll [Music Video]
(prod. outtatown, ​starboy & Lil 88)","Official music video for track 2 on Project X.","2:27","Mar 22, 2022","Music Video","No","https://www.youtube.com/watch?v=yxP4pvEQVos&list=PLW7tHg0F_-ku0ecKqs9HLIFl-1dyhj4Wn&index=6"
"X TWO THREE","Run + Ran [Music Video]
(prod. starboy & outtatown)","Official music video for track 5 on Project X.","4:31","Apr 13, 2022","Music Video","No","https://www.youtube.com/watch?v=gfRn6IvHL0M&list=PLW7tHg0F_-ku0ecKqs9HLIFl-1dyhj4Wn&index=7"
"19 Album Track(s)
1 Single(s)
0 Feature(s)
1 Music Video(s)
0 Production
0 Other","","(Jun 8, 2022) (X TWO THREE is released)
(Jul 8, 2022) (X is released)","","","","",""
"X","⭐ Intro
(prod. ProdByJhux & Slowburnz)","Track 1 on X.","3:15","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/6LAnpZIX3mgbLSF3YfNd7H?si=304c1f2bda584886"
"X","✨ New
(prod. Gab3)","Track 2 on X.","2:49","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/2ht2G1JL1yg0kIbz6Wfr8V?si=c83e3fbd9e2a4bd2"
"X","Gems
(prod. Gl1tch & Gab3)
(Ready2Rage)","Track 3 on X. ""Gems,” also previously known as ""Ready2Rage,"" was previewed on April 18th, 2022, by Ken Carson during an Instagram Live.","2:16","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/1gRVXWiWJPkP8CpiMnHK7K?si=4fb38390ebdb4151"
"X","✨ Nobody
(prod. Gab3)","Track 4 on X.","2:10","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/66Hsz65MRwDlXSPHGA7POY?si=42e8af02b5604ada"
"X","Go
(prod. ​starboy & outtatown)","Track 5 on X.","1:50","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/7cI7i7fXPWFvRf9l4eBGHX?si=a02e51a8982a41ec"
"X","⭐ MDMA
(feat. Destroy Lonely) (prod. AM, ​starboy, outtatown & ​bart how)","Track 6 on X.","3:48","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/6hJjp4IbXc5bddl6RKutJr?si=13c050e35541459f"
"X","⭐ X
(prod. Lukrative, Lucian & ​ssort)","Track 7 on X.","2:09","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/6PkUg8l0hIXFaiGOi5XRok?si=0644c4c9c0b64cfb"
"X","⭐ PDBMH
(prod. ​bart how)
(Please Don't Blow My High)","Track 8 on X.","2:18","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/0K71sqYCHwuYDppyjs4Zud?si=ba09bc215e404c8d"
"X","✨ Money Hunt
(prod. Lil 88, ​starboy & outtatown)","Track 9 on X.","1:45","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/44x9SxCd3GX2mOfFLKm9hA?si=85bbe3f4f71947e5"
"X","South Beach
(prod. starboy & outtatown)","Track 10 on X.","2:00","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/5PwvLpG6Xn9ghXPdpQCLq8?si=8946e41f302044df"
"X","✨ Going Schitz
(prod. bart how & Loesoe)","Track 11 on X.","1:55","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/3a6yiD1xRvnTV0yon7mHwb?si=f61b4e92e3134090"
"X","⭐ Same Thing
(prod. Loesoe)","Track 12 on X.","1:55","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/7uWhygiDBB1gXp7icNXiHq?si=c921c9e35c1a48a6"
"X","Freestyle 1
(prod. Lukrative, Lucian & ​ssort)","Track 13 on X.","3:51","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/1hTEujUDjlIuJihRtxmtC1?si=17079d2a2a294ada"
"X","⭐ Freestyle 2
(prod. F1LTHY, AM & Gab3)","Track 14 on X.","2:18","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/28niVl6iodHnHpE1bCeJiV?si=e00a4df9ce7943c8"
"X","⭐ Fuk 12
(prod. ​bart how, ​starboy & outtatown)","Track 15 on X.","1:24","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/0VhL5q6JhQdD2kmbMbK0cj?si=9017a803103441ac"
"X","⭐ Murda Musik
(feat. Destroy Lonely) (prod. Rok, ​bart how & 4VRLIT)
(murder_musik)","OG Filename: Ken lonely - murda music v1 (ML 21)
Track 16 on X. Originally released on ""lost_files_3"" as Track 6.","2:56","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/6N0I4EqoaIHib3W1LFPMzC?si=266bcfeda0544bed"
"X","⭐ Delinquent
(feat. HXG) (prod. F1LTHY, Esko & Lukrative)
(All Year Freestyle)","Track 17 on X. Originally released on ""X TWO THREE"" as Track 10 without HXG.","2:45","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/1PUwCOtQUOZrjAp8ljxGhE?si=8c63a442bc554165"
"X","⭐ Get Rich Or Die
(prod. starboy & outtatown)","Track 18 on X.","2:19","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/5l70jRSx36qaz2QkcpQshf?si=33235f2465534beb"
"X","✨ Turn Up
(prod. starboy & outtatown)","Track 19 on X.","1:58","Jul 8, 2022","Album Track","Yes","https://open.spotify.com/track/19JLsFQjpUCVoduF2Ytt4r?si=a2792a0c3d55417a"
"X","⭐ The End
(prod. starboy & outtatown)","OG Filename: ken carson - end v1.2
Track 20 on X.","2:15","Jul 5, 2022","Single","Yes","https://open.spotify.com/track/5tqzMWoUJrCLESpGKROHQ3?si=a0696a5c95ce4b75"
"X","The End [Music Video]
(prod. starboy & outtatown)","Official music video for ""The End.""
Director: Oliver Shore; Co-Director: Kevin von Puttkammer; Producer: Chad Tennies & Kiara Garcia; Prod Co.: Resolve Media Group.","2:24","Jul 5, 2022","Music Video","No","https://www.youtube.com/watch?v=Mk1Df4VDdrI&list=PLW7tHg0F_-ku0ecKqs9HLIFl-1dyhj4Wn&index=8"
"5 Album Track(s)
1 Single(s)
6 Feature(s)
3 Music Video(s)
0 Production
0 Other","","(Jul 8, 2022) (X is released)
(Oct 31, 2022) (XTENDED is released)","","","","",""
"XTENDED","⭐ Freestyle 3
(prod. bart how)","Track 21 on XTENDED. Initially previewed on July 8th, 2022, during Ken Carson's Instagram live that day. Two months following this, the snippet of the song would gain traction on TikTok, being used in a multitude of different videos.","2:22","Oct 31, 2022","Album Track","Yes","https://open.spotify.com/track/3ZuKr1NfTecyfGuYwuXb7c?si=e3205e14a5dd44bc
https://music.apple.com/ca/album/freestyle-3/1651753114?i=1651753764"
"XTENDED","✨ Fashion Habits
(prod. Earl on the Beat)","Track 22 on XTENDED. Initially previewed through Ken Carson’s alt Instagram in a now deleted post. On August 17th, 2022, Ken Carson teased in a now-deleted Instagram post that the song would see an official release within two days, but that ended up not being the case. After leaving the song’s status in the dark, on October 27th, 2022, in a now-deleted tweet, Ken Carson confirmed that the highly anticipated song would land a spot on XTENDED.","3:21","Oct 31, 2022","Album Track","Yes","https://open.spotify.com/track/2ivRKtdr0RD9nLjeXgRBPV?si=2c096f41aeaa497a
https://music.apple.com/ca/album/fashion-habits/1651753114?i=1651753765"
"XTENDED","✨ Shoot
(prod. Lukrative & ​ssort)","OG Filename: ken 9.5.22 k1 shoot
Track 23 on XTENDED.","2:46","Oct 31, 2022","Album Track","Yes","https://open.spotify.com/track/54dqQJpIq0QUd2vBl5KzTJ?si=9dca1ddba51d4237
https://music.apple.com/ca/album/shoot/1651753114?i=1651753774"
"XTENDED","✨ Swag Overload
(prod. Lucian & Jonah Abraham)","Track 24 on XTENDED.","2:32","Oct 31, 2022","Album Track","Yes","https://open.spotify.com/track/6XfdWZJTAv750YyMGSjO3y?si=563efd8af09f469f
https://music.apple.com/ca/album/swag-overload/1651753114?i=1651753916"
"XTENDED","⭐ Lookbook
(prod. Lukrative & Lucian)
(Plain Jane)","OG Filename: ken carson - lookbook v1.0
Track 25 on XTENDED. Previously dubbed “Plain Jane” by fans, Ken Carson first previewed Lookbook on July 31st, 2022, in a now-deleted Instagram story. Ken would preview the song again in another now-deleted Instagram story on August 28th, 2022.","2:30","Oct 31, 2022","Album Track","Yes","https://open.spotify.com/track/240K86W7ysqLlNG9NS7cvQ?si=1c06da002c3e4a60
https://music.apple.com/ca/album/lookbook/1651753114?i=1651753938"
"XTENDED","lil Shordie Scott - bloody mary
(feat. Ken Carson) (prod. FISH)","Track 4 on The Twin Society","3:37","Jul 29, 2022","Feature","Yes","https://open.spotify.com/track/72vnZRiljLv8REhXvVfbhO?si=43ba461455bb4125"
"XTENDED","⭐ 𝓒𝓸𝓶𝓮 𝓞𝓾𝓽𝓼𝓲𝓭𝓮
(prod. Lukrative)
(Come Outside)","OG Filename: ken lone 9.14 come outside
SoundCloud exclusive hosted on Sickö's page. The track initially titled “𝓧 – 𝓒𝓸𝓶𝓮 𝓞𝓾𝓽𝓼𝓲𝓭𝓮"" is a response to Kankan’s ​""post_ya_racks_gang_lol."" After a week, the song was taken down. One of the best songs to come out of Ken Carson's musical output in 2022.","3:12","Oct 7, 2022","Single","No","https://lastshare.org/share/nfjjPURu9fnK0s0
https://soundcloud.com/bloody-752212132/ken-carson-come-outside"
"XTENDED","Swwish - Geeked
(feat. Ken Carson) (prod. Bugz Ronin, White Punk, ​malenkiyyarche, Flexyboy & Breezey Muzik)","A single released by Swwish during July 2022.","2:03","Jul 22, 2022","Feature","No","https://pillows.su/f/0d295113cf77b010b1f6c605c03bfdf0"
"XTENDED","Go [Music Video]
(prod. ​starboy & outtatown)","Official music video for track 5 on X.","2:02","Jul 12, 2022","Music Video","No","https://www.youtube.com/watch?v=lIoYAptvFVc&list=PLW7tHg0F_-ku0ecKqs9HLIFl-1dyhj4Wn&index=9"
"XTENDED","⭐ SoFaygo - Hell Yeah
(feat. Ken Carson) (prod. BryceUnknwn, Bakkwoods, Trgc & ​y2tnb)","OG Filename: Faygo x Ken - Hell Yeah !
Track 3 on Pink Heartz.","2:48","Oct 17, 2022","Feature","Yes","https://open.spotify.com/track/0jQ4mEnWB1AuSVqnFLhxT6?si=c3b87b14f8d64213"
"XTENDED","SoFaygo - Hell Yeah [Music Video]
(feat. Ken Carson) (prod. BryceUnknwn, Bakkwoods, Trgc & ​y2tnb)","Official music video for track 3 on Pink Heartz. Directed by Declan Kyle","2:48","Oct 19, 2022","Music Video","No","https://www.youtube.com/watch?v=zZ6RdhGj4dI"
"XTENDED","Lil Yachty - KENC&BOAT
(with Ken Carson)
(Gon' Blow)","OG Filename: KEN&BOAT - LY 
A throwaway collab between Ken Carson and Lil Yachty exclusively dropped on Lil Yachty’s second SoundCloud account.","2:48","Oct 30, 2022","Feature","No","https://pillows.su/f/221f78ef27fd31f6bbe4e2266443cd6a"
"XTENDED","MDMA [Music Video]
(feat. Destroy Lonely) (prod. AM, ​starboy, outtatown & ​bart how)","Official music video for track 6 on X. The music video released alongside the deluxe project XTENDED","3:52","Oct 31, 2022","Music Video","No","https://www.youtube.com/watch?v=Gbqa9n1XOes&list=PLW7tHg0F_-ku0ecKqs9HLIFl-1dyhj4Wn&index=10"
"XTENDED","⭐ Internet Money - She Want Some More
(feat. Lil Tecca & Ken Carson) (prod. outtatown, Ken Carson & ​starboy)","OG Filename: she want some more (24k)
Track 2 on We All We Got.","3:04","Jul 22, 2022","Feature","Yes","https://open.spotify.com/track/5L9wyWFzwKP6rX2JrJ6nIi?si=24099446310a4ba3"
"XTENDED","⭐ Destroy Lonely - VETERAN
(feat. Ken Carson) (prod. Lil 88, KP Beatz & Einthismf)","Track 19 on NO STYLIST.","2:56","Aug 12, 2022","Feature","Yes","https://open.spotify.com/track/6nB8lELQBAmRXeNQivxBJ4?si=636e190d3ef141b4"
"8 Mixtape Track(s)
0 Single(s)
0 Feature(s)
0 Music Video(s)
0 Production
0 Other","","(Oct 31, 2022) (XTENDED is released)
(Jan 3, 2023) (lost ? is released)
[Download Tagged Compilation]","","","","",""
"lost ?","⭐ 𝓼𝓾𝓲𝓬𝓲𝓭𝓪𝓵
(prod. Lil 88 & Brandon Dalton)
(bottega, suicidal)","OG Filename: ken n lone 9.6 bottega
Track 1 on lost ?. Originally previewed by Ken Carson during an Instagram live on October 8th, 2022.","3:00","Jan 3, 2023","Mixtape Track","No","https://lastshare.org/share/ZKmu0Jxsgf0tCCx"
"lost ?","⭐ 𝓯𝓻𝓮𝓮 𝔂𝓸𝓾𝓷𝓰 𝓽𝓱𝓾𝓰
(prod. Lukrative, Glasear & Clif Shayne)
(free young thug, fyt, Hear Me Calling)","OG Filename: moon KEN 10.1 4 hear me calling
Track 2 on lost ?. Ken Carson seemed to be affiliated with Young Thug before he started making music, being there during his studio sessions, which he’s stated in interviews multiple times. Ken Carson would officially preview the track via Instagram Live on October 9th, 2022, and again two days later in the same manner. On June 17th, 2023, Ken Carson would take to Twitter to subtly tweet the lyrics, later he would announce the music video for the track hours later. On June 25th, 2023, “free young thug” would seem to make the tracklist on the older version of A Great Chaos, being the eleventh track and shortened to the title “fyt.” However, “free young thug” did not make it to the final cut of A Great Chaos once the tracklist was revealed.","2:30","Jan 3, 2023","Mixtape Track","No","https://lastshare.org/share/Mh6jCDxVzEwSYpM"
"lost ?","⭐ 𝓫𝓸𝓼𝓼𝓮𝓼
(prod. starboy & outtatown)
(bosses)","OG Filename: KEN 10.17 bosses
Track 3 on lost ?","2:17","Jan 3, 2023","Mixtape Track","No","https://lastshare.org/share/t24CDBilVYwwLmg"
"lost ?","⭐ 𝓵𝓮𝓽𝓼 𝓰𝓸 𝓼𝓱𝓸𝓹𝓹𝓲𝓷
(prod. Lucian & Perto)
(lets go shoppin)","OG Filename: ken lone 9.7 4 lets go shopping
Track 4 on lost ?","2:27","Jan 3, 2023","Mixtape Track","No","https://lastshare.org/share/AxHL2lrHG6mRWO4"
"lost ?","⭐ 𝓹𝓵𝓪𝔂𝓮𝓻
(prod. ​starboy, outtatown & Art Dealer)
(player)","OG Filename: ken carson - player v1.0
Track 5 on lost ?","2:25","Jan 3, 2023","Mixtape Track","No","https://lastshare.org/share/EFmpRNUIB1gATd2"
"lost ?","𝓰𝓵𝓸𝓬𝓴 𝔀𝓲𝓽𝓱 𝓪 𝓼𝔀𝓲𝓽𝓬𝓱
(prod. Gab3, ​roxie & ​pank)
(glock with a switch)","OG Filename: ken carson - glock with a switch v1.0
Track 6 on lost ?. Previewed by Ken Carson for a split second during an Instagram live on January 7th, 2022. He would later preview more of the song in another Instagram Live on June 11th, 2022.","1:46","Jan 3, 2023","Mixtape Track","No","https://lastshare.org/share/yIfImSHCwzNWbY4"
"lost ?","⭐ 𝓱𝓲𝓰𝓱𝓮𝓻 & 𝓯𝓵𝔂𝓮𝓻
(prod. Nick Mira & Georgie)
(higher & flyer)","OG Filename: ken carson - higher & flyer v1.0
Track 7 on lost ?. Previewed by Ken Carson during an Instagram live on January 12th, 2022.","2:10","Jan 3, 2023","Mixtape Track","No","https://lastshare.org/share/7YJEm8OjI8JEwP1"
"lost ?","𝓫𝓪𝓬𝓴 𝓯𝓻𝓸𝓶 𝓽𝓱𝓮 𝓭𝓮𝓪𝓭
(prod. Lil 88)
(back from the dead)","OG Filename: ken carson - back from the dead v1.0
Track 8 on lost ?","2:25","Jan 3, 2023","Mixtape Track","No","https://lastshare.org/share/z0HNSXBTHb87Ntq"
"23 Album Track(s)
2 Single(s)
5 Feature(s)
6 Music Video(s)
1 Production
0 Other","","(Jan 3, 2023) (lost ? is released)
(Oct 13, 2023) (A Great Chaos is released)
(Jul 5, 2024) (A Great Chaos (Deluxe) is released)","","","","",""
"A Great Chaos","⭐ Green Room
(prod. Lukrative, Lucian, & F1LTHY)","OG Filename: 01 Green Room (MAIN) SING MASTER
Track 1 on A Great Chaos. Previewed by Ken Carson in an Instagram story shared sometime in early 2023, quickly becoming a fan favorite snippet.","3:08","Oct 13, 2023","Album Track","Yes","https://open.spotify.com/track/3MtB4aOzFkXJvAREmsy1Dj?si=f9f3dd1804544af0
https://music.apple.com/ca/album/green-room/1754635560?i=1754635563"
"A Great Chaos","⭐ Jennifer's Body
(prod. KP Beatz & Lucian)","OG Filename: 02 Jennifer's Body (MAIN) SING MASTER
Track 2 on A Great Chaos. The highly-anticipated track was first teased on May 31st, 2023, during an Instagram live where Ken previewed the first 43 seconds of the song. Since then, the song gained massive traction through social media. The intro to the song is inspired by “Good Riddance (Time of Your Life)” from the band Green Day. On September 20th, 2023, Ken would take to Twitter to tease a music video for the track, expected to be one of the lead singles for the album behind the highly-anticipated track “It’s Over.”","2:38","Oct 13, 2023","Album Track","Yes","https://open.spotify.com/track/04hgBWsBDEyVP8pH0BCZbG?si=90461d8bf2a44917
https://music.apple.com/ca/album/jennifers-body/1754635560?i=1754635567"
"A Great Chaos","⭐ Fighting My Demons
(prod. Warren Hunter, ​bart how, Lvis, ​starboy & outtatown)
(Fighting Demons, Where TF, Pop)","OG Filename: 03 Fighting Demons (MAIN) SING MASTER
Track 3 on A Great Chaos. The first half, previously dubbed by fans as “Pop,” was previewed several times throughout January and August 2023. Ken Carson previewed the second half of the song via his Snapchat story on March 15th, 2023. On September 22nd, 2023, it became known that the two songs were combined.","2:30","Oct 13, 2023","Album Track","Yes","https://open.spotify.com/track/2c7sRekhMGlj7u1WIIzoQu?si=f7e14e7a2bf34db3
https://music.apple.com/ca/album/fighting-my-demons/1754635560?i=1754635571"
"A Great Chaos","⭐ Singapore
(feat. Destroy Lonely) (prod. LBW, Lil 88, Nick Spiders & TM88)","OG Filename: 04 Singapore (MAIN) (MIX 2) SING MASTER
Track 4 on A Great Chaos. Previewed during Ken Carson’s Instagram live in September 2022. A second snippet of the song surfaced on September 22nd, 2023, via @rel9te's Instagram. Originally had a feature from Playboi Carti, but he was cut from the song as Ken did not like his verse.","2:31","Oct 13, 2023","Album Track","Yes","https://open.spotify.com/track/56QNTK715IJeYmJP2grB5f?si=be78f80a95264299
https://music.apple.com/ca/album/singapore-feat-destroy-lonely/1754635560?i=1754635574"
"A Great Chaos","Lose It
(prod. ​legion & Gab3)","OG Filename: 05 Lose It (MAIN) (MIX 092523) SING MASTER
Track 5 on A Great Chaos.","2:20","Oct 13, 2023","Album Track","Yes","https://open.spotify.com/track/5ZY2fIqxuKDr5pdz0ucpRz?si=b31e92c9bffa450e
https://music.apple.com/ca/album/lose-it/1754635560?i=1754635577"
