Era,Name,Notes,Track Length,File Date,Leak Date,Available Length,Quality,Link(s)
SOS,"Charlatan [V14]
(prod. Rob Bisel & Carter Lang)
(F2F, Fuck 2 Forget)","OG Filename: Charlatan - DN mix 4
Alternate mix shown in a selling thread.",?:??,"Nov 27, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Charlatan [V15]
(prod. Rob Bisel & Carter Lang)
(F2F, Fuck 2 Forget)","OG Filename: Charlatan - DN mix 5!
Alternate mix shown in a selling thread.",?:??,"Nov 30, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Charlatan [V16]
(prod. Rob Bisel & Carter Lang)
(F2F, Fuck 2 Forget)","OG Filename: Charlatan - DN mix 5
Alternate mix shown in a selling thread.",?:??,"Nov 30, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"F2F [V17]
(prod. Rob Bisel & Carter Lang)
(Charlatan, Fuck 2 Forget)","OG Filename: F2F - DN mix 5-CLEAN!
Alternate mix shown in a selling thread.",?:??,"Dec 2, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"F2F [V18]
(prod. Rob Bisel & Carter Lang)
(Charlatan, Fuck 2 Forget)","OG Filename: F2F - DN mix 5-CLEAN
Alternate mix shown in a selling thread.",?:??,"Dec 2, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"F2F [V19]
(prod. Rob Bisel & Carter Lang)
(Charlatan, Fuck 2 Forget)","OG Filename: F2F - DN mix 5 - FULLMIX
Post-release mix shown in a selling thread.",?:??,"Jul 29, 2024","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"F2F [V20]
(prod. Rob Bisel & Carter Lang)
(Charlatan, Fuck 2 Forget)","OG Filename: F2F - DN mix 5 - FULLMIX - CLEAN
Post-release mix shown in a selling thread.",?:??,"Jul 29, 2024","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V1]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN EndOfNight 11-21-22!
Alternate mix shown in a selling thread.",?:??,"Nov 21, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V2]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 1!
Alternate mix shown in a selling thread.",?:??,"Nov 22, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V3]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 2!
Alternate mix shown in a selling thread.",?:??,"Nov 22, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V4]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 3!
Alternate mix shown in a selling thread.",?:??,"Nov 23, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V5]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 3! FOR REFERENCE
Alternate mix shown in a selling thread.",?:??,"Nov 25, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V6]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 3 FOR MASTERING
Alternate mix shown in a selling thread.",?:??,"Nov 25, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V7]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 4!
Alternate mix shown in a selling thread.",?:??,"Nov 25, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V8]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 4
Alternate mix shown in a selling thread.",?:??,"Nov 25, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V9]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 5!
Alternate mix shown in a selling thread.",?:??,"Nov 26, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V10]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 5
Alternate mix shown in a selling thread.",?:??,"Nov 26, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V11]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 6!
Alternate mix shown in a selling thread.",?:??,"Nov 27, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V12]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 6.1!
Alternate mix shown in a selling thread.",?:??,"Nov 27, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V13]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 6.1
Alternate mix shown in a selling thread.",?:??,"Nov 27, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V14]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 7!
Alternate mix shown in a selling thread.",?:??,"Nov 27, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V15]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 7
Alternate mix shown in a selling thread.",?:??,"Nov 27, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V16]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 8!
Alternate mix shown in a selling thread.",?:??,"Nov 28, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V17]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 8
Alternate mix shown in a selling thread.",?:??,"Nov 28, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V18]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 9! FOR REFERENCE
Alternate mix shown in a selling thread.",?:??,"Nov 28, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V19]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 9 FOR MASTERING
Alternate mix shown in a selling thread.",?:??,"Nov 28, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V20]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 10! FOR REFERENCE
Alternate mix shown in a selling thread.",?:??,"Dec 1, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V21]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 10 FOR MASTERING
Alternate mix shown in a selling thread.",?:??,"Dec 1, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V22]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 11!
Alternate mix shown in a selling thread.",?:??,"Dec 1, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V23]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 11
Alternate mix shown in a selling thread.",?:??,"Dec 1, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V24]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 11-ALTwSnaps!
Alternate mix shown in a selling thread.",?:??,"Dec 1, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V25]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 11-ALTwSnaps
Alternate mix shown in a selling thread.",?:??,"Dec 1, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V26]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 11-CLEAN!
Alternate mix shown in a selling thread.",?:??,"Dec 2, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
SOS,"Gone Girl [V27]
(prod. Carter Lang, Emile Haynie, Jeff Bhasker, Rob Bisel & ThankGod4Cody)","OG Filename: Gone Girl - DN mix 11-CLEAN
Alternate mix shown in a selling thread.",?:??,"Dec 2, 2022","Apr 21, 2026",Confirmed,Not Available,https://pixeldrain.com/u/GhzqqfTA
